Matrixsizexsize(random),Time(s),equalsround1e-6
65,0.003199,true
65,0.002567,true
65,0.002272,true
65,0.002301,true
65,0.002509,true
65,0.002493,true
65,0.002572,true
65,0.00247,true
65,0.002539,true
65,0.002513,true
65,0.002721,true
65,0.002604,true
65,0.002591,true
65,0.002509,true
65,0.002173,true
65,0.002205,true
65,0.002248,true
65,0.003153,true
65,0.003623,true
65,0.003326,true
65,0.002876,true
65,0.002547,true
65,0.002351,true
65,0.002438,true
65,0.002591,true
65,0.002641,true
65,0.002464,true
65,0.002546,true
65,0.002505,true
65,0.002693,true
65,0.002274,true
65,0.002051,true
65,0.002523,true
65,0.002144,true
65,0.002526,true
65,0.002132,true
65,0.00216,true
65,0.001944,true
65,0.002624,true
65,0.002544,true
65,0.002516,true
65,0.002227,true
65,0.002491,true
65,0.002679,true
65,0.002526,true
65,0.002549,true
65,0.002571,true
65,0.002533,true
65,0.00259,true
65,0.002562,true
65,0.002573,true
65,0.002176,true
65,0.002105,true
65,0.002573,true
65,0.002592,true
65,0.002595,true
65,0.003226,true
65,0.004203,true
65,0.003721,true
65,0.003269,true
65,0.002716,true
65,0.002388,true
65,0.002408,true
65,0.002112,true
65,0.00235,true
65,0.002638,true
65,0.002321,true
65,0.001954,true
65,0.002323,true
65,0.002585,true
70,0.003663,true
70,0.004435,true
70,0.004175,true
70,0.003816,true
70,0.003287,true
70,0.003091,true
70,0.003179,true
70,0.002533,true
70,0.003156,true
70,0.003058,true
70,0.003189,true
70,0.003027,true
70,0.003114,true
70,0.003148,true
70,0.003372,true
70,0.003176,true
70,0.003218,true
70,0.003506,true
70,0.003172,true
70,0.003191,true
70,0.003098,true
70,0.003336,true
70,0.002593,true
70,0.003157,true
70,0.003098,true
70,0.003247,true
70,0.003162,true
70,0.003076,true
70,0.003186,true
70,0.003117,true
70,0.003166,true
70,0.003447,true
70,0.003255,true
70,0.003175,true
70,0.003254,true
70,0.002733,true
70,0.003082,true
70,0.003098,true
70,0.003161,true
70,0.00322,true
70,0.002683,true
70,0.003092,true
70,0.003087,true
70,0.003281,true
70,0.003192,true
70,0.003285,true
70,0.003397,true
70,0.003104,true
70,0.003439,true
70,0.003168,true
70,0.003061,true
70,0.003136,true
70,0.003216,true
70,0.003205,true
70,0.003133,true
70,0.002862,true
70,0.004007,true
70,0.005082,true
70,0.004473,true
70,0.003836,true
70,0.00341,true
70,0.003219,true
70,0.003055,true
70,0.002787,true
70,0.003148,true
70,0.003159,true
70,0.002613,true
70,0.003109,true
70,0.003123,true
70,0.003197,true
70,0.002505,true
70,0.003073,true
70,0.002657,true
70,0.003092,true
70,0.003423,true
70,0.003156,true
70,0.00323,true
70,0.003069,true
70,0.003171,true
70,0.003238,true
70,0.003359,true
70,0.00308,true
70,0.00336,true
70,0.003135,true
70,0.003172,true
70,0.003253,true
70,0.003213,true
70,0.004105,true
70,0.005242,true
70,0.004415,true
70,0.003701,true
70,0.003202,true
70,0.003141,true
70,0.003163,true
70,0.00288,true
70,0.003168,true
70,0.003175,true
70,0.002596,true
70,0.00324,true
70,0.003187,true
75,0.003998,true
75,0.004328,true
75,0.004041,true
75,0.004328,true
75,0.004147,true
75,0.003424,true
75,0.004342,true
75,0.003865,true
75,0.003696,true
75,0.004262,true
75,0.004817,true
75,0.004523,true
75,0.004129,true
75,0.004223,true
75,0.004019,true
75,0.003807,true
75,0.003139,true
75,0.005613,true
75,0.003809,true
75,0.003743,true
75,0.003878,true
75,0.003987,true
75,0.003699,true
75,0.004014,true
75,0.00379,true
75,0.004706,true
75,0.00376,true
75,0.003354,true
75,0.005132,true
75,0.006706,true
75,0.005803,true
75,0.004706,true
75,0.00409,true
75,0.003661,true
75,0.003788,true
75,0.003952,true
75,0.003892,true
75,0.003882,true
75,0.003227,true
75,0.003587,true
75,0.003454,true
75,0.003891,true
75,0.003831,true
75,0.003931,true
75,0.003913,true
75,0.003888,true
75,0.004292,true
75,0.003915,true
75,0.00419,true
75,0.00332,true
75,0.003793,true
75,0.004046,true
75,0.003763,true
75,0.003892,true
75,0.003956,true
75,0.003146,true
75,0.003689,true
75,0.003365,true
75,0.004109,true
75,0.003864,true
75,0.004054,true
75,0.004084,true
75,0.003951,true
75,0.003919,true
75,0.003192,true
75,0.00381,true
75,0.003911,true
75,0.003964,true
75,0.004111,true
75,0.003864,true
75,0.00396,true
75,0.004203,true
75,0.003787,true
75,0.003299,true
75,0.004144,true
75,0.003349,true
75,0.003654,true
75,0.004009,true
75,0.004054,true
75,0.003856,true
75,0.003993,true
75,0.004205,true
75,0.004009,true
75,0.003422,true
75,0.003857,true
75,0.003993,true
75,0.003513,true
75,0.004064,true
75,0.003991,true
75,0.003859,true
75,0.003962,true
75,0.004119,true
75,0.0034,true
75,0.003977,true
75,0.003928,true
75,0.004034,true
75,0.003327,true
75,0.003831,true
75,0.003323,true
75,0.003984,true
80,0.004761,true
80,0.004909,true
80,0.004858,true
80,0.004859,true
80,0.00403,true
80,0.004886,true
80,0.004623,true
80,0.004672,true
80,0.004914,true
80,0.004982,true
80,0.004265,true
80,0.004602,true
80,0.004613,true
80,0.004893,true
80,0.004596,true
80,0.004775,true
80,0.004245,true
80,0.004617,true
80,0.004578,true
80,0.004741,true
80,0.004967,true
80,0.004901,true
80,0.005352,true
80,0.004838,true
80,0.004594,true
80,0.004611,true
80,0.003965,true
80,0.004661,true
80,0.00465,true
80,0.004638,true
80,0.004965,true
80,0.003947,true
80,0.004722,true
80,0.004883,true
80,0.00481,true
80,0.004485,true
80,0.004651,true
80,0.004737,true
80,0.004645,true
80,0.004343,true
80,0.004265,true
80,0.005023,true
80,0.004785,true
80,0.004977,true
80,0.004624,true
80,0.006222,true
80,0.007858,true
80,0.006609,true
80,0.005468,true
80,0.004848,true
80,0.004434,true
80,0.00462,true
80,0.004776,true
80,0.00536,true
80,0.004003,true
80,0.005786,true
80,0.004009,true
80,0.004601,true
80,0.004898,true
80,0.005099,true
80,0.004615,true
80,0.004724,true
80,0.00495,true
80,0.003739,true
80,0.004924,true
80,0.004251,true
80,0.004423,true
80,0.004796,true
80,0.004733,true
80,0.004153,true
80,0.004535,true
80,0.004938,true
80,0.004712,true
80,0.004233,true
80,0.004786,true
80,0.00458,true
80,0.003949,true
80,0.003871,true
80,0.004642,true
80,0.004891,true
80,0.006057,true
80,0.007096,true
